1073	1876973	1879935
1074	1881022	1881211
1078	1884835	1891390
1079	1891736	1892156
1081	1892457	1892828
1082	1894773	1894955
1083	1896321	1896450
1085	1898050	1900071
1086	1903284	1903711
1092	1904279	1906948
1094	1907189	1908299
1098	1909674	1914281
1099	1918168	1918246
1100	1919687	1919803
1101	1920041	1920144
1103	1920337	1921089
1106	1921339	1923131
1107	1923363	1923463
1111	1924807	1928904
1114	1930084	1934675
1115	1935546	1935672
1118	1937116	1940685
1121	1942224	1944274
1124	1944878	1948855
1125	1950686	1950725
1128	1952438	1958085
1129	1959820	1959995
1135	1960485	1977776
1138	1978206	1984948
1141	1985453	1986245
1142	1986570	1986739
1144	1987238	1987704
1148	1988917	1993841
1154	1994067	2001895
1155	2004103	2004179
1157	2005668	2006300
1158	2007737	2007844
1159	2008514	2008623
1161	2009104	2011252
1162	2017538	2017641
1163	2021703	2021991
1165	2022616	2023009
1167	2023238	2023534
1171	2024351	2027562
1173	2028484	2031672
1174	2031764	2033858
1176	2034711	2036979
1177	2037394	2037501
1178	2039143	2039398
1179	2040050	2040391
1181	2040923	2041674
1182	2042649	2042961
1183	2050039	2051666
1184	2052984	2053084
1185	2054540	2054881
1187	2055599	2057874
1190	2057951	2060283
1195	2060360	2069338
1196	2072683	2072802
1197	2075505	2075592
1202	2075968	2080779
1207	2082208	2088019
1208	2088071	2088215
1219	2095250	2135925
1222	2137510	2141289
1224	2144608	2145697
1226	2147051	2149208
1228	2149671	2151332
1230	2151476	2151667
1232	2151804	2152039
1233	2163023	2163212
1234	2163546	2163691
1237	2165225	2166735
1238	2167636	2168259
1242	2169423	2176842
1245	2180084	2183938
1246	2184764	2184981
1250	2185321	2192321
1251	2194356	2198300
1252	2202312	2202617
1253	2207126	2209246
1255	2209709	2212887
1256	2213620	2213678
1259	2213787	2220206
1262	2221923	2223822
1264	2224402	2227003
1266	2227088	2228645
1267	2229737	2229865
1268	2230751	2230899
1269	2231862	2232054
1273	2234523	2241931
1277	2242769	2247738
1280	2250811	2253376
1284	2254037	2261884
1286	2263067	2263471
1287	2264045	2264266
1288	2265734	2265850
1289	2267590	2268000
1290	2268568	2268747
1293	2275912	2278653
1294	2280415	2280538
1296	2280824	2282150
1298	2284310	2288521
1300	2289170	2301627
1301	2301793	2301926
1306	2302416	2311105
1307	2311199	2311509
1309	2314850	2318064
1310	2321274	2321468
1314	2325316	2337588
1316	2338312	2342886
1317	2345173	2345405
1320	2346791	2350668
1321	2354734	2354925
1326	2356024	2362575
1328	2363002	2363949
1333	2371301	2379629
1334	2380548	2380734
1336	2381947	2383881
1337	2384854	2384955
1339	2385460	2386656
1340	2387080	2387134
1345	2387987	2405582
1346	2406801	2406883
1350	2407484	2411491
1351	2414914	2415102
1354	2416624	2418642
1361	2420624	2435971
1364	2436968	2439785
1366	2441793	2446627
1372	2447180	2459327
1373	2460669	2461033
1375	2462093	2463322
1376	2464406	2464566
1377	2465725	2465876
1380	2468485	2471625
1381	2471989	2472053
1382	2472879	2473005
1383	2474201	2474331
1385	2474621	2475868
1387	2478553	2481776
1392	2485990	2492719
1394	2492996	2493666
1395	2494588	2494942
1397	2495015	2496692
1400	2500010	2507651
1401	2508909	2509022
1403	2509350	2511063
1404	2512267	2512352
1407	2513466	2516488
1409	2517228	2518952
1412	2519351	2523148
1414	2523914	2524967
1417	2525967	2529484
1418	2530247	2530430
1419	2531403	2531785
1421	2534366	2535363
1422	2535739	2535770
1427	2536506	2543794
1431	2547429	2550373
1433	2552147	2556879
1434	2558089	2558278
1435	2558921	2559389
1436	2560016	2560132
1437	2561140	2561613
1438	2562395	2562544
1443	2563355	2576687
1446	2579662	2583752
1447	2585454	2585616
1449	2588731	2589268
1453	2590985	2597927
1454	2598971	2599222
1456	2612805	2614115
1460	2615960	2619218
1461	2620895	2621065
1463	2624679	2627311
1464	2627504	2627813
1466	2628888	2632253
1474	2633625	2650515
1475	2651362	2651876
1481	2652181	2661463
1482	2662268	2662411
1483	2663267	2663456
1486	2664738	2667053
1487	2671272	2671367
1490	2671791	2680884
1492	2682079	2683856
1496	2685048	2693822
1499	2695380	2696780
1501	2697946	2698541
1505	2698619	2708441
1507	2710065	2710917
1509	2712253	2713444
1511	2714033	2714775
1513	2715466	2716756
1514	2717177	2717244
1515	2720636	2720748
1521	2722474	2734167
1522	2734906	2735175
1524	2736928	2739381
1525	2739748	2739896
1528	2742130	2745983
1530	2748083	2748852
1531	2749732	2749816
1532	2751479	2751626
1534	2751969	2752917
1535	2753401	2753614
1536	2753978	2754180
1538	2755423	2756665
1539	2756879	2757006
1540	2758417	2758568
1543	2759196	2763939
1544	2765378	2765731
1545	2766596	2766686
1546	2767509	2767724
1547	2769147	2769169
1548	2769638	2771339
1549	2773044	2773940
1550	2775805	2775993
1553	2776008	2787006
1554	2792038	2792274
1556	2794359	2795232
1558	2796067	2797185
1560	2797636	2798155
1561	2798498	2798744
